id,brand,title,description,price,pricecurrency,spectablecontent,cluster_id
80768725,,SanDisk Ultra Flair 32GB USB 3.0 Flash Drive,"This SanDisk Ultra Flair USB Flash Drive has a large 32 GB capacity so there's plenty of room to store your important photos, videos, documents and other large files. It has a durable metal casing so ",0.00,AUD,,292826.0
58823000,,i.Pet 126cm Multi Level Cat Scratching Tree - Grey,"It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of",156.95,AUD,,3005661.0
96755227,,APC Smart UPS SMT1000RMI2U 1000VA Line Interactive,Power protection productsUPSAPCoffers a high level of protection for computers and electronics.,720,EUR,,91557.0
50781773,,Monitor SamsungLC27F390FHU LED Curbat 27 inch 4ms black FreeSync,"27"" LED Curbat (1800R,27"",1920 x 1080,VA,250cd/m2,3,000:1;4(GTG) ms,178°(H)/178°(V),60Hz, FreeSync, D-Sub, HDMI, Headphone, VESA 75.0 x 75.0 mm,Tilt,Black high Glossy)",712.6050,RON,,709380.0
80310375,,Epson C13T70334010 T7033 Magenta Ink 10ml,"Who wants to spend time thinking about their printer? It should just work. We've developed our inks and printers to work in harmony, so that they'll do just that and give you consistent and reliable r",,,,224488.0
22469882,,Apple Wireless Charging Case for AirPods,"With the Wireless Charging Case, charging is as simple as placing your AirPods in the case and laying it on a Qi-compatible charging mat. The LED indicator on the front of the case lets you know that ",9.999E1,CAD,,1291341.0
23498700,,Western Digital Red Pro SATA III 4TB (WD4003FFBX),,,EUR,,195932.0
71856744,,SanDisk 2TB E60 Extreme Portable SSD (SDSSDE60-2T00-G25) (Warranty 3years with Local Distributor),Warranty : 3 Years with Local Distributor - Convergent,589.00,SGD,,51343.0
88849665,,Ubiquiti UniFi Video Camera G4 Pro,,415.47,EUR,,788533.0
24924728,,"DDR4 8GB 2400 MHZ DIMM KINGSTON 1,2V CL17",,36.71,EUR,,105068.0
80873556,,Cooler Master MasterLiquid ML360R RGB,,79400.00,AMD,,627176.0
42663606,,TP-LINK TL-SG1024D Unmanaged Gigabit Ethernet (10/100/1000) Grijs,"24 10/100/1000Mbps RJ45 Ports (Auto Negotiation/Auto MDI/MDIX), IEEE 802.3i, IEEE 802.3u, IEEE 802.3ab , IEEE 802.3x, 294 x 180 x 44 mm, 100-240VAC, 50/60Hz",72.32,EUR,,924421.0
63056453,,Manfrotto 502AH Video Head & MT055XPRO3 Aluminum Tripod Kit,Manfrotto 502 Heads - Tutorial VideoManfrotto Fluid Video Head Range - Tutorial VideoThis B&H Kit includes the Manfrotto 502AH Pro Video Head and the MT055XPRO3 Aluminum Tripod. The 502AH features a f,9.899E3,ZAR,,287852.0
88047279,,"Hikvision DS-7608NI-I2-8P 8ch PoE CCTV NVR, 80Mbps 8 PnP ports, 4K, 2 HDD Bay + 3TB Hard Drive","Hikvision s HIK-DS-7608NI-I2/8P-3TB is an 8 channel embedded plug and play network video recorder. Part of Hikvision s I Series NVR range, it houses a 4-core processor from Huawei and supports H.264+ ",885.00,AUD,,637799.0
75426867,Apple,Apple Apple AirPods with Wireless Charging Case,,199.00,USD,,1994510.0
54181907,,"KINGSTON - CanvSelect Plus 32GB SDHC, 100R","KINGSTON CanvSelect Plus 32GB SDHC, 100R (SDS2/32GB) - Minnestørrelse: 32GB - Type: SDHC",84.00,NOK,,1980656.0
31313438,Apple,Apple Apple Wireless Charging Case for AirPods,,79.00,USD,,1291341.0
45510566,Shimano,Shimano XT RT86S 180mm 6-Bolt IceTech Disc Brake Rotor,3-layer structure with aluminum core and two stainless steel outer layers reduces rotor surface temperature approximately 100 degrees Celsius compared to all-steel rotorsAluminum spiderIncludes rotor ,55.0,USD,,593088.0
35705561,,Catalyst 2960-x 24 Gige,Catalyst 2960-x 24 Gige 2 X 10G SFP+ LAN BASE IN,2995.01643,EUR,,758825.0
26495610,,3M - Privacy filter PF 14.1W |19 cm x 30.4 cm|,3M Privacy filter PF 14.1W |19 cm x 30.4 cm| (98044054090) - Typ: Skärmskydd,943.51,SEK,,4303221.0
10023784,,TAG Heuer Mens Black Dial Formula 1 Alarm Watch,This TAG Heuer Formula 1 Watch captures the essence of this named collection which is reflected in the aesthetics and detailing of this timepiece. Bold in appearance with a sporty edge this watch is d,1200,GBP,,2929687.0
22166909,KINGSTON,Memorie externa Kingston DataTraveler 80 32GB USB 3.2 Type-C,"USB Flash Drive Kingston 32GB Data Traveler 80, USB 3.2, R/W: 200/60 MB/s, Compatible with Windows/Mac OS/Linux/Chrome OS",47.41,RON,,512363.0
1303912,,INTEL CORE I7 8700K / 3.7 GHZ PROCESSOR,TECHNOLOGYProcessor TypeDesktopLaunch DateQ4'17Unlocked MultiplierYesMultimedia InstructionsSSE4.2SSE4.1AVXSSESSE2SSE3AESMMXSSE4AVX2EM64TNX / XDFMA3F16CSSSE3BMI1VT-xTBT2.0 / Turbo Boost TechnologyVT-d,379.99,USD,,1808651.0
62648299,,"RAM Large Tough-Claw Clamp w 1\"" Ball (RAP-B-401U)","Included:1 x RAM® Large Tough-Claw Clamp w 1\"" Ball (RAP-401U)The RAP-B-401URAM Large Tough-Claw™ is the perfect mounting base for quick and easy tool-less installation and removal on round, square, o",86.65,AUD,,219025.0
67054673,CISCO,Cisco Ws-c3850-48f-l 48 10/100/1000 Ethernet Poe+ Ports Switch,,1791.61,USD,,10049.0
69388758,,"Seagate IronWolf Pro 8TB NAS Hard Drive 3.5"" 7200RPM 256MB Cache","7200RPM Spin Speed, SATA III Interface, 128MB Cache, 3.5"" Form Factor, 5 Year Warranty",220.14,GBP,,1578824.0
75962303,,"Zebra C Series Black Monochrome Ribbon For P3xx, P4xx, P5xx printers - 1000 prints (800015-101)","Prints Per Roll: 1000 printsCompatible with: Zebra iSeries printers P310i, P320i, P330i, P330m, P420i, P430i and P520i and Zebra C Series printers",20.00,SGD,,5836450.0
47141187,Epson,Epson Papir Photo Premium Glossy A3 20-Ark 255g,,595,NOK,,465235.0
37892018,Ubiquiti,Ubiquiti UniFi Video Camera G3 Pro,"&#1042;&#1080;&#1076;&#1077;&#1086;&#1082;&#1072;&#1084;&#1077;&#1088;&#1072; 1080p, 30 FPS, EFL 3-9 &#1084;&#1084;, ?/1.2 - ?/2.1",23210,RUB,,1444875.0
77077400,,Apple AirPods with Wired Charging Case,"Brand: AppleColor: WhiteFeatures: Automatically on, automatically connectedEasy setup for all your Apple devicesQuick access to Siri by saying “Hey Siri”Double-tap to play or skip forwardNew Apple H1 ",1.29E2,USD,,1223297.0
65057846,,Xiaomi Redmi Note 8 Pro 64GB - Pearl White,"6.53\"" FHD+ (2340x1080) with Gorilla Glass 5 (Front/Back), Dual SIM, Mediatek Helio G90T Octa-core, 6GB RAM, 64GB Flash, Quad Camera System: 64Mpixel f/1.9 + 8Mpixel f/2.2 + 2Mpixel f/2.4 + 2Mpixel f/",232.97,EUR,,2191197.0
77107182,,Pokémon: Sword & Shield 2 - Rebel Clash Elite Trainer Box,,1095.00,CZK,,4481177.0
53587495,Logitech,Logitech C920 webcam 15 MP 1920 x 1080 pixels USB 2.0 Noir,"Logitech C920, 15 MP, 1920 x 1080 pixels, 720p,1080p, H.264, USB 2.0, Noir",127.56,EUR,,236410.0
46188895,,BELKIN - Lightning to USB DuraTek Plus Cable 1.2m Black /F8J236bt04-BLK,BELKIN Lightning to USB DuraTek Plus Cable 1.2m Black / F8J236bt04-BLK (F8J236BT04-BLK) - Typ: Mobiltelefon - Koppling 1: Lightning - Koppling 2: USB A,706.25,SEK,,2026615.0
95547511,MSI,MSI GAMING Radeon RX 570 8GB GDDR5 256-Bit DirectX 12 Graphics Card (RX 570 ARMOR 8G OC),Experience the next level of immersion with the world of VR gaming and entertainment with MSI RX 570 ARMOR 8G OC graphics card powered by the revolutionary AMD Polaris architecture. Puts an end to cho,329.98,USD,,1582959.0
69783068,RAM,RAM Large Tough-Claw Clamp B-Size (RAP-B-401U),"The RAM Tough-Claw is the perfect mounting base for quick and easy tool-less installation and removal on round, square, odd shaped rails and bars.The Tough-Claw can be clamped on rails from 1\"" to 2.2",89.00,AUD,,219025.0
80552236,,TAG HEUER MONACO CALIBRE 11,		SIZE	39 mm x 39 mm			WATER RESISTANCE	100 M			BODY CASE	Fine-brushed and polished steel	,0,USD,,229959.0
69905210,,Manfrotto MVH502AH Head Pro Video 502AH,"This Manfrotto 502HD Pro Video Head has a flat base (3/8″-16 connection) and is an affordable yet remarkably full-featured professional head that represents an advance over the popular 501HDV, with st",296.12,AUD,,287852.0
75318821,Pokemon,Pokemon Pokemon Rebel Clash Elite Trainer Box,,39.99,USD,,4481177.0
24569479,SONY,SONY Sony Alpha a7RIV Full Frame Mirrorless Digital Camera (Body Only) E-mount,,3499.99,USD,,441828.0
72266014,,"8ch Hikvision, high bandwidth NVR with 8x PoE","8ch, Hikvision Network Video Recorder 8 independent PoE network interfaces are provided 8MP(4K) cameras supported Bandwidth: 80Mbps incoming, 256Mbps outgoing H.265 Pro+/H.265 Pro/H.265 video compress",216.00,GBP,,637799.0
50068656,Daniel Wellington,Relógio Daniel WellingtonDW00100007 Classic Sheffield,Rose Gold & Black Gents Quartz Watch,,EUR,,3851409.0
84780185,Ubiquiti,Ubiquiti UniFi Video Camera G3 FLEX 3-Pack (UVC-G3-FLEX-3),"1080p Full HD, 25 FPSBuilt-in IR illuminators for night vision Powered by 802.3af Power over Ethernet High sensitivity microphoneWeather resistant for outdoor operation",176.148,USD,,266703.0
35365744,,RAM Tough-Claw Yoke Mount - Large,"The RAM Tough-Claw is the perfect mounting base for quick and easy tool-less installation and removal on round, square, odd shaped rails and bars. Ideal for mounting tablets, action cameras, smartphon",48.99,USD,,219025.0
66110234,,Asus TUF Gaming X570-Plus,"Placa base ATX, AM4, AMD X570, 4x32GB RAM Dual DDR4-4400(OC), 8SATA3+2M.2,Realtek Gigabit, 3USB3.1, RGB",240.00,EUR,,617064.0
48521051,,Cisco Catalyst 2960-Plus 48PST-L - switch - 48 ports - managed - rack-mount,"The Cisco Catalyst 2960-Plus series switch is a fixed-configuration Fast Ethernet switch that provides enterprise-class Layer 2 switching for branch offices, conventional workspaces, and infrastructur",4089.99,CAD,,1665832.0
45688312,,"Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgelsSuper Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgelsSuper Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgels",,15.00,USD,,4830411.0
32812864,,Pokémon TCG Elite Trainer Box Darkness Ablaze,,49.99,EUR,,2619685.0
22881928,,Corsair Hydro Series H55 Core High-Performance Quiet CPU Cooler,"Your PC will run cooler and quieter when you replace your CPU's standard heatsink with a Hydro Series H55.Installation is straightforward: if you can get to the back of your PC's motherboard, you can ",POA,,,1679067.0
86739887,,R7000 SPD-SL Carbon Road Pedals,SPD-SL road pedal for high performance road racingDesigned to match the 105 11-speed groupWide lightweight carbon body provides large shoe contact area to maximise power transfer and support whilst re,99.99,GBP,,1588018.0
11098395,,HyperX FURY 8GB DDR3 1600MHz Memory,RAM type:Unbuffered DIMM (non-ECC)|Capacity:8 GB|No. of modules:1|Ranks:Dual rank|Clock speed:1600 MHz|Timing:CL10|No. of pins:240|Product type:Memory|,53.90,CHF,,1012076.0
19089912,,"Samsung SSD 1TB 860 Pro SATA 6Gbps 2.5\"" V-NAND MLC 560/530 MB/s Max. 100K IOPS / 90K IOPS 1200TBW endurance /5yrs","SSD Samsung, 1TB, 860 Evo, retail, SATA3, rata transfer r/w: 550/520 mb/s, 7mm",1417.9802,RON,,158919.0
91549516,,PD-R7000 SPD-SL PEDALS CARBON 105,,259.0,NZD,,1588018.0
49408413,,i.Pet Cat Tree 126cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,"It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of",129.00,AUD,,3005661.0
94750224,Samsung,Samsung 860 PRO 1TB SSD,"(Solid, 1TB, 2.5\"", 860, Drive), PRO, SATA, SSD, Samsung, State",251,EUR,,158919.0
41856077,,GIGABYTE GTX 1660 OC 6GB,&nbsp;MODELGV-N1660OC-6GDCHIPSETNVIDIA GEFORCEGPUGTX 1660PCI EXPRESS3.0GPU BOOST CLOCK1830 MHzMEMORY CLOCK8 GbpsMEMORY SIZE6 GBMEMORY INTERFACE192 - BITMEMORY TYPEGDDR5DIRECT X SUPPORT12OPEN GL4.5PORT,18999.00,INR,,708641.0
74461011,Corsair,Corsair Crystal Series 570X RGB ATX Mid-Tower Case Tempered Glass Black,Corsair Crystal Series 570X RGB ATX Mid-Tower Case Tempered Glass Black,293,AUD,,355445.0
46727497,,Kingston Canvas Select Plus 32GB SD,"Minnekort, Class 10",80.90,NOK,,1980656.0
97573369,Kingston,Kingston 128GB Canvas Select Plus MicroSDHC Class 10/ UHS-1 Flash Memory Card w/ Adapter,"128GB Canvas Select Plus MicroSDHC Class 10/ UHS-1 Flash Memory Card w/ Adapter. Kingstons Canvas Select plus SD card is designed with exceptional performance, speed and durability for heavy workloads",22.99,USD,,27477.0
57001488,,Cooler Master MM710 Gaming Mouse Matte Black MM-710-KKOL1,ZERO PAYMENT GATEWAY CHARGES FREE TRANSIT INSURANCE,4.34125E3,INR,,3027370.0
61258448,,"NYXL0942 - NYXL Electric Guitar Set, Super Light, 09-42","NYXL0942 sets are designed with super light gauges for maximum flexibility.D’Addario NYXL guitar strings will bend farther, sing louder, and stay in tune better than any string you’ve played before. E",12.99,USD,,633686.0
51280173,,Shimano 105 R7000 Carbon SPD-SL Road Pedals,"The R7000 Carbon Pedal delivers superior power-transfer, is stable, comfortable to use and has an easy to use engagement system.Lightweight carbon-composite bodyExtra-wide platform for a more efficien",2.3999E2,AUD,,1588018.0
14399173,Western Digital,HD 3TB SATA III Western Digital Purple Surveillance WD30PURX,,0.0,BRL,,324185.0
42893889,,Fingerprint Touch Bluetooth Stereo Earphones,PREMIUM FINGERPRINT TOUCH EARPHONES! DOZENS ALREADY SOLD Treat yourself to our new Fingerprint Touch Earphones. You are certainly going to love its excellent design and quality because you can get,,ZMW,,9966571.0
77338417,RAM Mount,"RAM Mount Double Socket Clamp Arm - SHORT - for 1.5\"" C Size Balls","RAM Mount Double Socket Clamp Arm - SHORT - for 1.5\"" C Size BallsThe RAM-201U-B, SHORT length double socket arm, has a socket at both ends that accommodates C Size 1.5\"" balls.A single spring inside ",45.00,AUD,,93315.0
44339583,,Corsair Crystal Series 570X RGBCC-9011126-WW,,979,PLN,,61981.0
53003159,,RAM-B-121BU RAM Mounts Yoke Clamp Base with B-Size 1-Inch Ball,"RAM-B-121BU RAM Mounts Yoke Clamp Base with B-Size 1-Inch BallOVERVIEWThe yoke clamp base will fit rails in diameter from 0.625\"" to a maximum of 1.25\"". The 1\"" rubber ball is at a right angle to the",22.99,USD,,1828736.0
97516392,,Sandisk Ultra USB Flash Drive 64GB 3.0 - SDCZ48-064G-U46,,569.0,PHP,,598906.0
68639106,,Logitech Marathon Mouse M705 NEW,,3635,RUB,,169949.0
90477916,,TP-Link EAP110 Access Point,TP-Link EAP110 Access PointTP-Link EAP110 Access Point Wireless N speed up to 300Mbps EAP Controller Software Supports passive PoE for convenient installation Ceiling mounting design with chassis Wire,8200.00,KES,,2124537.0
21180493,,GoPro Dual Battery Charger + Battery (AJDBD-001),Hero8/Hero7/Hero6 kamerákhoz,1.879000000057E4,HUF,,2542019.0
43470746,,CASE MID-TOWER NO PSU MASTERBOX LITE 5 3USB3 BLACK WINDOW PANEL,,49.51,EUR,,1006147.0
13356205,,Ultra USB 3.0 Dual Drive Type C 32Go,SanDisk Ultra USB 3.0 Dual Drive Type C 32GB,1.49E1,CHF,,1176692.0
93189923,Kingston,Kingston 16GB DataTraveler DUO 3 DTDUO3/16GB USB 3.0 Flash Drive,DTDUO3/16GB CUK 16GB USB 3.0 Flash Drive OTG r70MB/s w10MB/s DataTraveler microDuo 3 Retail,10.05,USD,,70963.0
56790861,Brother,Brother LC225XLY High Yield Yellow Ink Cartridge,,14.54,GBP,,390224.0
78767900,,Manfrotto MVH500AH Fluid Video Head With Flat Base,Lightweight head with a wider platform for HDSLR bodies which has a sliding plate which travels to balance the latest interchangeable lens cameras.,129.00,GBP,,72631.0
65048923,,SANDISK ULTRA DUAL USB DRIVE 3.1 TYPE-C 32GB,"Easily free up space on your smartphone or quickly transfer files between devices at USB 3.1 high speeds of up to 150MB/s(1). With a reversible USB Type-C connector and a traditional USB connector, th",6.95E2,PHP,,1176692.0
22775085,,Ubiquiti UniFi UVC-G3-PRO - network surveillance camera,"The UniFi Video Camera is designed for use indoors or outdoors under an overhang. The camera has infrared LEDs with automatic IR cut filter. Accessible from a web browser, the UniFi video interface wa",303.99,USD,,1444875.0
64363962,The Pokemon Company,The Pokemon Company Pokemon TCG: Sword & Shield - Rebel Clash Booster Pack,,4.00,USD,,2490160.0
65124080,,TAG HEUER MONACO AUTOMATIC CHRONOGRAPH,Calibre 12 - Automatic Chronograph,5.4E3,USD,,4539863.0
33059739,SRAM,XG-1295 Eagle Cassette for XD Driver,"Take a quick look at the new X-DOME Eagle cassette. The last dangling shred of an argument in favor of a mountain bike front derailleur is now officially dead.Designed for use with the proven, reliabl",384.99,USD,,717681.0
60527373,Lacie,Lacie LaCie 5TB Mobile Drive USB 3.0 & USB-C - Silver,LaCie 5TB Mobile Drive USB 3.0 & USB-C - Silver,219.99,CAD,,500837.0
22430617,,JetStream 24-Port Gigabit Stackable Smart Switch with 4 10GE SFP+ Slots T1700G-28TQ,"True physical stacking supports up to 6 units and 40Gbps bi-directional bandwidth for high scalability and efficient redundancy 10G SFP+ ports for stacking and/or uplink, providing support for high-ba",5400.00,ABC,,3403774.0
52185117,,"WD Purple 1TB 5400 RPM 64MB Cache SATA 6.0Gb/s 3.5\"" Internal Hard Drive WD10PURZ","WD Purple 1TB 5400 RPM 64MB Cache SATA 6.0Gb/s 3.5\"" Internal Hard Drive WD10PURZWD PurpleTM drives are built for 24/7, always-on, high-definition security systems.WD PurpleTM surveillance hard drives",38.68,EUR,,324185.0
44729677,Ubiquiti,"UAP-AC-PRO_ 5 PACK UniFi AP, AC PRO World","UniFi is a revolutionary WiFi system which combines carrier class performance, unlimited scalability, disruptive pricing, and a virtual management controller.The UniFi AP uses a clean industrial desig",699,USD,,68127.0
69165385,Kingston,KINGSTON KVR24N17S6/4 2400MHZ DDR4 NON-ECC CL17 288-PIN DIMM RAM - 8GB,"ValueRAM's KVR24N17S6/4 is a 512M x 64-bit (4GB) DDR4-2400 CL17 SDRAM (Synchronous DRAM), 1Rx16, memory module, based on four 512M x 16-bit FBGA components. The SPD is programmed to JEDEC standard lat",9100.00,PKR,,105068.0
78512798,Apple,Apple AirPods with Wireless Charging Case - 2nd Generation,"The new 2nd generation Apple AirPods at RC Willey — complete with Wireless Charging Case — deliver the wireless headphone experience, reimagined. Just pull them out of the case and they’re ready to us",199.99,USD,,1994510.0
40077939,,Sandisk 64gb Cruzer Ultra USB 3.0 Flash Drive,"At a glanceUp to 4 times faster than USB 2.01Up to 80MB/sec1 transfer speedsUSB 3.0 enabled (USB 2.0 compatible)Password-protects and encrypts private files2Available in 16GB, 32GB and 64GB3 capacitie",12.39,GBP,,598906.0
33469889,,Sony FE 24-70mm F4 Lens,"Walk around all day with theVario-Tessar T* FE 24-70mm f/4 ZA OSS LensfromSony, a compact full-frame option that covers wide-angle to short telephoto perspectives for working with a variety of differe",7.98E2,USD,,1579130.0
76343773,PARK TOOL,"PARK TOOL AWS-10, Cles hexagonales repliables, 1.5mm, 2mm, 2.5mm, 3m, 4mm, 5mm et 6mm",,14.99,CAD,,250450.0
78022425,,Casquette New Era NFL Green Bay Packers 9Fifty Cap,,3.99E1,EUR,,57151063.0
62569432,,"Sandisk Extreme Pro 128GB SDXC UHS-I Class 10 U3/V30 Card, 170MB/s read & 90MB/s write speeds",,79.99,CAD,,394243.0
64511013,,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.003 Herrenuhr,,"378,00 лв",BGN,,2682919.0
68689972,Cooler Master,Cooler Master MasterBox TD500 ARGB Mesh ATX Case Black TG MCB-D500D-KGNN-S01 | PCByte,Motherboard Support: E-ATX/SSI CEB/ATX/Micro-ATX/Mini-ITXTempered Glass Side PanelExpansion Slots: 7Drive Bays: 2x 3.5,149.0,AUD,,1497038.0
25782210,,Xiaomi redmi note 8 pro 6gb 128gb gris,,282.898,EUR,,201669.0
55076986,LaCie,LaCie LaCie Portable 500GB SSD,LaCie 500GB Portable USB 3.1 Gen 2 Type-C External SSD,129.99,USD,,391075.0
31007137,,Lacie Portable SSD USB-C High Performance External,Have the Luxury of Less Time. 60 seconds or less—how might you spend the rest of your day if that’s allit takes to back up high-res photos and footage? Would you capturemore? Edit more? Create more? W,950,MYR,,391075.0
86595714,,i.Pet Cat Tree 126cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood,"It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of",115.95,AUD,,3005661.0
58755004,Corsair,Corsair 110R Tempered Glass Mid-Tower ATX Case,Product InformationA SUBTLE SHOWCASEThe 110R's minimalist design ensures that your system can fit in almost any environment and displays your components through a beautiful tempered glass side panel.F,51.97,GBP,,1196850.0
42506221,ASUS,ASUS TUF GAMING X570-PLUS (AM4) (D) (90MB1180-M0EAY0),,64980,,,617064.0
75224279,Ubiquiti,Ubiquiti UniFi 4K Ultra HD Camera,Integrates with the UniFi Protect software for powerful and flexible IP video management.,482.99,,,788533.0
79205401,,Crucial BX500 120GB 2.5″ SSD,"Ever wonder why your phone responds faster than your computer? It’s because your phone runs on flash memory. Add flash memory to your laptop or desktop computer with the Crucial BX500 120GB 2.5″ SSD, ",499.0,ZAR,,744155.0
81912045,,TAG Heuer Formula 1 Calibre 6 Automatic Watch,Watch Case:Material: brushed steel 3 rows braceletSize (Diameter): round case 43mmWatch Dial:Type:steel alternate finishing 60 minute scale unidirectional turning bezel / black opalin dial with white ,2150.00,USD,,18440534.0
67505927,RAM Mounts,RAM-B-408-75-1-UN7U,RAM® X-Grip® Phone Mount with RAM® Torque™ Medium Rail BasePart #: RAM-B-408-75-1-UN7UUPC: 793442951176,107.00,AUD,,3692108.0
48760459,Xiaomi,Xiaomi Redmi Note 8T 64GB blau o2,,267.63,EUR,,790261.0
19906097,,Ram Mount Double Socket Arm Long for 1 Ball,"Ram Mount Double Socket Arm Long for 1 BallThe RAM-B-201-C, long double socket arm, has a socket at both ends that accommodates 1"" ball bases. A single spring inside the arm opens the end sockets, all",2.899E1,GBP,,1366684.0
11543754,,Cooler Master MasterMouse MM710 Gaming Mouse,Cooler Master's MasterMouse MM710 gaming mouse launches and we put it through the usual tests to see what it's all about.,,,,3027370.0
59689363,,Kšiltovka New Era NFL 9Fifty Dallas Cowboys,,1012,CZK,,57151067.0
98077329,Western Digital,Western Digital Red 1TB 16MB SATA III (WD10JFCX),,,,,1524442.0
9800934,,"MB ASUS TUF GAMING X570-PLUS AM4 4DDR4 HDMI,DP 3*PCIE Optical S/PDIF OUT, AURA, M.2 ATX",,247.23,EUR,,617064.0
66053411,,Kingston Pendrive DataTraveler 100 G3 256GB USB 3.0,,191.99,PLN,,1090670.0
31670057,,Johnnie Walker Red Label 70cl,"Johnnie Walker Red Label is our Pioneer Blend, the versatile one that has introduced our whisky to the world. Crafted from the four corners of Scotland, it crackles with spice and is bursting with vib",19.95,GBP,,17572.0
21435377,,"SSD 120GB Crucial BX500 SATA 3 2.5\""",,24.75,EUR,,744155.0
82644991,,Apple MacBook Charger 60W MagSafe 2 Power Adapter - A1435 (MD565LL/A),The MagSafe Power Adapter features a magnetic DC connector that ensures your power cable will disconnect if it experiences undue strain and helps prevent fraying or weakening of the cables over time. ,47.99,USD,,609482.0
50986653,Sony,Sony Alpha a7R IV Mirrorless Camera - Body Only,61.2MP BSI CMOS full-frame sensorPowerful yet easy-to-use AF tracking system10 fps burst shooting (JPEG or Compressed Raw from 12-bit readout)5.76M dot OLED viewfinder4K video from full sensor width (,13800,SAR,,441828.0
5540302,,"3M - Privacy filter PF23.0W9 |28,7cm x 51cm|","3M Privacy filter PF23.0W9 |28,7cm x 51cm| (98044054330) - Typ: Skärmskydd",1831.25,SEK,,643044.0
49043713,,D'Addario NYXL0942 Electric Guitar Strings Super Light 09-42,"NYXL0942 is designed with super light gauges for maximum flexibility. The high carbon steel used in NYXL strings offers higher break strength, enhanced tuning stability, and accentuated mid-range freq",21.99,AUD,,633686.0
54214061,,Kingston Canvas Select Plus 128GB microSD - With Adaptor,"Class 10 UHS-I speeds up to 100 MB/s*, Optimised for use with Android devices, Capacities up to 512 GB**, 100/85 MB/s Read/Write",17.19,GBP,,27477.0
39350581,,iiyama G-Master Black Hawk G2730HSU-B1,,168.00,EUR,,1148274.0
95806145,Western Digital,Western Digital HDD WD Purple™ 1TB -3.5inch - 64MB - SATA3,"1TB, 8.89 cm (3.5"") , SATA 6Gb/s, 5400 RPM",60.95,EUR,,324185.0
62911,SanDisk,SanDisk 1067x 128GB Extreme Pro CF Memory Card (160MB/s),"The SanDisk 128GB Extreme Pro CompactFlash Memory Card features data read speeds of up to 160MB/s and write speeds up to 150MB/s. VPG-65 certified, which supports full HD and 4K video - offers sustain",3795.00,ZAR,,1369273.0
15194153,Ubiquiti,Ubiquiti UniFi AC High Density 5-pack (UAP-AC-HD-5),"UniFi AC High Density 5-pack, UBIQUITI, MU‑MIMO Technology, 2.4GHz Radio Rate - 800 Mbps, 5GHz Radio Rate - 1733 Mbps",1316.7400,USD,,980563.0
97174200,SRAM,Road Disc Sintered Brake Pads,Original equipment pads for no-compromise disc brake performance. - Pad Shape Number: 37,24.99,USD,,188533.0
79879491,Tissot,Tissot Womens Everytime Two Tone Bracelet Gold Plated T1092102203100,"A watch of grandeur perfect for the established, professional lady, this Tissot Everytime watch is a complete touch of class.​The round case connects to a stunning bracelet in a smart outline that loo",235.00,GBP,,59874.0
48307629,Corsair,Corsair Hydro Series H55 Quiet Liquid CPU Cooler - 120mm (CW-9060010-WW),"CW-9060010-WW, AIO Cooler, 120mm, Socket Compatibility: 1200 / 1150 / 1155 / 1156 / 1151 / 1366 / 2011/ 2066, AM2 / AM2+ / AM3 / FM1 / FM2",69.948,GBP,,1679067.0
52851190,,SanDisk 32GB Extreme PRO CompactFlash Memory Card,Professional-Grade Performance,37.00,GBP,,2973998.0
47182346,Jabra,Casque Micro Jabra BIZ 2300 USB UC Duo,Casque Micro Jabra BIZ 2300 USB UC Duo,115.99,EUR,,666306.0
52031548,Epson,Epson Blekk Magenta T7034 L - WP4000/4500,,345,NOK,,224488.0
1065127,,MSI Radeon RX 580 Armor 8G OC,,219.00,EUR,,354081.0
63505292,SRAM,SRAM Disc Brake Pad Set Sintered with Steel Back,"Original equipment pads for no-compromise disc brake performance.Sintered with Steel Back fits SRAM Hydraulic Road Disc, Level Ultimate and Level TLMSpecificationsCompound:SinteredHeat Sink:NoBacking ",25.0,USD,,188533.0
21918296,,Samsung C27F390 27in Full HD LED Monitor,The Samsung 27” curved monitor with 1. 8 m radius of arc wraps your field of vision like your local iMax theatre screen.,19632.440,PHP,,709380.0
56229063,Apple,Apple Wireless Charging Case for AirPods,AT&T® Official Site. Buy the Apple Wireless Charging Case for AirPods online at ATT.com. Make good devices great with name-brand accessories & always free shipping from AT&T.,79.00,USD,,1291341.0
